,key_bbref,yearID,gameNum,gameID,teamID,lgID,GP,startingPos,name_last,name_first
367,carpech01,2005,0,ALS200507120,SLN,NL,1,1,carpenter,chris
368,piazzmi01,2005,0,ALS200507120,NYN,NL,1,2,piazza,mike
369,leede02,2005,0,ALS200507120,CHN,NL,1,3,lee,derrek
370,kentje01,2005,0,ALS200507120,LAN,NL,1,4,kent,jeff
371,ramirar01,2005,0,ALS200507120,CHN,NL,1,5,ramirez,aramis
372,eckstda01,2005,0,ALS200507120,SLN,NL,1,6,eckstein,david
373,beltrca01,2005,0,ALS200507120,NYN,NL,1,7,beltrán,carlos
374,edmonji01,2005,0,ALS200507120,SLN,NL,1,8,edmonds,jim
375,abreubo01,2005,0,ALS200507120,PHI,NL,1,9,abreu,bobby
376,pujolal01,2005,0,ALS200507120,SLN,NL,1,10,pujols,albert
377,aloumo01,2005,0,ALS200507120,SFN,NL,1,,alou,moises
378,bayja01,2005,0,ALS200507120,PIT,NL,0,,bay,jason
379,cabremi01,2005,0,ALS200507120,FLO,NL,1,,cabrera,miguel
380,castilu01,2005,0,ALS200507120,FLO,NL,1,,castillo,luis
381,clemero02,2005,0,ALS200507120,HOU,NL,1,,clemens,roger
382,cordech01,2005,0,ALS200507120,WAS,NL,1,,cordero,chad
383,ensbemo01,2005,0,ALS200507120,HOU,NL,1,,ensberg,morgan
384,fuentbr01,2005,0,ALS200507120,COL,NL,0,,fuentes,brian
385,gonzalu01,2005,0,ALS200507120,ARI,NL,1,,gonzalez,luis
386,hernali01,2005,0,ALS200507120,WAS,NL,1,,hernández,liván
387,isrinja01,2005,0,ALS200507120,SLN,NL,0,,isringhausen,jason
388,izturce01,2005,0,ALS200507120,LAN,NL,0,,izturis,cesar
389,jonesan01,2005,0,ALS200507120,ATL,NL,1,,jones,andruw
390,leeca01,2005,0,ALS200507120,MIL,NL,1,,lee,carlos
391,lidgebr01,2005,0,ALS200507120,HOU,NL,1,,lidge,brad
392,loducpa01,2005,0,ALS200507120,FLO,NL,1,,lo duca,paul
393,lopezfe01,2005,0,ALS200507120,CIN,NL,1,,lopez,felipe
394,martipe02,2005,0,ALS200507120,NYN,NL,0,,martinez,pedro
395,oswalro01,2005,0,ALS200507120,HOU,NL,1,,oswalt,roy
396,peavyja01,2005,0,ALS200507120,SDN,NL,1,,peavy,jake
397,rolensc01,2005,0,ALS200507120,SLN,NL,0,,rolen,scott
398,rolliji01,2005,0,ALS200507120,PHI,NL,1,,rollins,jimmy
399,smoltjo01,2005,0,ALS200507120,ATL,NL,1,,smoltz,john
400,wagnebi02,2005,0,ALS200507120,PHI,NL,0,,wagner,billy
401,willido03,2005,0,ALS200507120,FLO,NL,1,,willis,dontrelle
402,rogerke01,2006,0,NLS200607110,DET,AL,1,1,rogers,kenny
403,rodriiv01,2006,0,NLS200607110,DET,AL,1,2,rodriguez,ivan
404,ortizda01,2006,0,NLS200607110,BOS,AL,1,3,ortiz,david
405,loretma01,2006,0,NLS200607110,BOS,AL,1,4,loretta,mark
406,rodrial01,2006,0,NLS200607110,NYA,AL,1,5,rodriguez,alex
407,jeterde01,2006,0,NLS200607110,NYA,AL,1,6,jeter,derek
408,guerrvl01,2006,0,NLS200607110,LAA,AL,1,7,guerrero,vladimir
409,wellsve01,2006,0,NLS200607110,TOR,AL,1,8,wells,vernon
410,suzukic01,2006,0,NLS200607110,SEA,AL,1,9,suzuki,ichiro
411,buehrma01,2006,0,NLS200607110,CHA,AL,0,,buehrle,mark
412,canoro01,2006,0,NLS200607110,NYA,AL,0,,canó,robinson
413,contrjo01,2006,0,NLS200607110,CHA,AL,0,,contreras,josé
414,dyeje01,2006,0,NLS200607110,CHA,AL,1,,dye,jermaine
415,glaustr01,2006,0,NLS200607110,TOR,AL,1,,glaus,troy
416,hallaro01,2006,0,NLS200607110,TOR,AL,1,,halladay,roy
417,jenksbo01,2006,0,NLS200607110,CHA,AL,0,,jenks,bobby
418,kazmisc01,2006,0,NLS200607110,TBA,AL,1,,kazmir,scott
419,konerpa01,2006,0,NLS200607110,CHA,AL,1,,konerko,paul
420,liriafr01,2006,0,NLS200607110,MIN,AL,0,,liriano,francisco
421,lopezjo01,2006,0,NLS200607110,SEA,AL,1,,lopez,jose
422,matthga02,2006,0,NLS200607110,TEX,AL,1,,matthews,gary
423,mauerjo01,2006,0,NLS200607110,MIN,AL,1,,mauer,joe
424,ordonma01,2006,0,NLS200607110,DET,AL,1,,ordonez,magglio
425,papeljo01,2006,0,NLS200607110,BOS,AL,0,,papelbon,jonathan
426,pierzaj01,2006,0,NLS200607110,CHA,AL,0,,,
427,ramirma02,2006,0,NLS200607110,BOS,AL,0,,ramirez,manny
428,redmama01,2006,0,NLS200607110,KCA,AL,0,,redman,mark
429,riosal01,2006,0,NLS200607110,TOR,AL,0,,rios,alex
430,riverma01,2006,0,NLS200607110,NYA,AL,1,,rivera,mariano
431,ryanbj01,2006,0,NLS200607110,TOR,AL,1,,,
432,santajo01,2006,0,NLS200607110,MIN,AL,1,,,
433,sizemgr01,2006,0,NLS200607110,CLE,AL,1,,sizemore,grady
434,tejadmi01,2006,0,NLS200607110,BAL,AL,1,,tejada,miguel
435,thomeji01,2006,0,NLS200607110,CHA,AL,1,,thome,jim
436,youngmi02,2006,0,NLS200607110,TEX,AL,1,,young,michael
437,zitoba01,2006,0,NLS200607110,OAK,AL,1,,zito,barry
438,pennybr01,2006,0,NLS200607110,LAN,NL,1,1,penny,brad
439,loducpa01,2006,0,NLS200607110,NYN,NL,1,2,lo duca,paul
440,pujolal01,2006,0,NLS200607110,SLN,NL,1,3,pujols,albert
441,utleych01,2006,0,NLS200607110,PHI,NL,1,4,utley,chase
442,wrighda03,2006,0,NLS200607110,NYN,NL,1,5,wright,david
443,renteed01,2006,0,NLS200607110,ATL,NL,1,6,renteria,edgar
444,soriaal01,2006,0,NLS200607110,WAS,NL,1,7,soriano,alfonso
445,beltrca01,2006,0,NLS200607110,NYN,NL,1,8,beltrán,carlos
446,bayja01,2006,0,NLS200607110,PIT,NL,1,9,bay,jason
447,arroybr01,2006,0,NLS200607110,CIN,NL,1,,arroyo,bronson
448,berkmla01,2006,0,NLS200607110,HOU,NL,1,,berkman,lance
449,cabremi01,2006,0,NLS200607110,FLO,NL,1,,cabrera,miguel
450,capuach01,2006,0,NLS200607110,MIL,NL,0,,capuano,chris
451,carpech01,2006,0,NLS200607110,SLN,NL,0,,carpenter,chris
452,eckstda01,2006,0,NLS200607110,SLN,NL,1,,eckstein,david
453,fuentbr01,2006,0,NLS200607110,COL,NL,1,,fuentes,brian
454,garcino01,2006,0,NLS200607110,LAN,NL,0,,garciaparra,nomar
455,glavito02,2006,0,NLS200607110,NYN,NL,0,,glavine,tom
456,gordoto01,2006,0,NLS200607110,PHI,NL,1,,gordon,tom
457,hoffmtr01,2006,0,NLS200607110,SDN,NL,1,,hoffman,trevor
458,hollima01,2006,0,NLS200607110,COL,NL,1,,holliday,matt
459,howarry01,2006,0,NLS200607110,PHI,NL,1,,howard,ryan
460,jonesan01,2006,0,NLS200607110,ATL,NL,0,,jones,andruw
461,leeca01,2006,0,NLS200607110,MIL,NL,1,,lee,carlos
462,martipe02,2006,0,NLS200607110,NYN,NL,0,,martinez,pedro
463,mccanbr01,2006,0,NLS200607110,ATL,NL,1,,mccann,brian
464,oswalro01,2006,0,NLS200607110,HOU,NL,1,,oswalt,roy
465,reyesjo01,2006,0,NLS200607110,NYN,NL,0,,reyes,josé
466,rolensc01,2006,0,NLS200607110,SLN,NL,0,,rolen,scott
467,sanchfr01,2006,0,NLS200607110,PIT,NL,1,,sanchez,freddy
468,schmija01,2006,0,NLS200607110,SFN,NL,0,,schmidt,jason
469,turnbde01,2006,0,NLS200607110,MIL,NL,1,,turnbow,derrick
470,ugglada01,2006,0,NLS200607110,FLO,NL,0,,uggla,dan
471,webbbr01,2006,0,NLS200607110,ARI,NL,1,,webb,brandon
472,zambrca01,2006,0,NLS200607110,CHN,NL,0,,zambrano,carlos
473,harenda01,2007,0,NLS200707100,OAK,AL,1,1,haren,dan
474,rodriiv01,2007,0,NLS200707100,DET,AL,1,2,rodriguez,ivan
475,ortizda01,2007,0,NLS200707100,BOS,AL,1,3,ortiz,david
476,polanpl01,2007,0,NLS200707100,DET,AL,1,4,polanco,placido
477,rodrial01,2007,0,NLS200707100,NYA,AL,1,5,rodriguez,alex
478,jeterde01,2007,0,NLS200707100,NYA,AL,1,6,jeter,derek
479,ordonma01,2007,0,NLS200707100,DET,AL,1,7,ordonez,magglio
480,suzukic01,2007,0,NLS200707100,SEA,AL,1,8,suzuki,ichiro
481,guerrvl01,2007,0,NLS200707100,LAA,AL,1,9,guerrero,vladimir
482,beckejo02,2007,0,NLS200707100,BOS,AL,1,,beckett,josh
483,crawfca02,2007,0,NLS200707100,TBA,AL,1,,crawford,carl
484,guillca01,2007,0,NLS200707100,DET,AL,1,,guillen,carlos
485,hunteto01,2007,0,NLS200707100,MIN,AL,1,,hunter,torii
486,jenksbo01,2007,0,NLS200707100,CHA,AL,0,,jenks,bobby
487,lackejo01,2007,0,NLS200707100,LAA,AL,0,,lackey,john
488,lowelmi01,2007,0,NLS200707100,BOS,AL,1,,lowell,mike
489,martivi01,2007,0,NLS200707100,CLE,AL,1,,martinez,victor
490,mechegi01,2007,0,NLS200707100,KCA,AL,0,,meche,gil
491,morneju01,2007,0,NLS200707100,MIN,AL,1,,morneau,justin
492,okajihi01,2007,0,NLS200707100,BOS,AL,0,,okajima,hideki
493,papeljo01,2007,0,NLS200707100,BOS,AL,1,,papelbon,jonathan
494,posadjo01,2007,0,NLS200707100,NYA,AL,1,,posada,jorge
495,putzjj01,2007,0,NLS200707100,SEA,AL,1,,putz,j. j.
496,ramirma02,2007,0,NLS200707100,BOS,AL,1,,ramirez,manny
497,riosal01,2007,0,NLS200707100,TOR,AL,1,,rios,alex
498,roberbr01,2007,0,NLS200707100,BAL,AL,1,,roberts,brian
499,rodrifr03,2007,0,NLS200707100,LAA,AL,1,,rodríguez,francisco
500,sabatcc01,2007,0,NLS200707100,CLE,AL,1,,,
501,santajo01,2007,0,NLS200707100,MIN,AL,1,,,
502,sizemgr01,2007,0,NLS200707100,CLE,AL,1,,sizemore,grady
503,verlaju01,2007,0,NLS200707100,DET,AL,1,,verlander,justin
504,youngmi02,2007,0,NLS200707100,TEX,AL,0,,young,michael
505,peavyja01,2007,0,NLS200707100,SDN,NL,1,1,peavy,jake
506,martiru01,2007,0,NLS200707100,LAN,NL,1,2,martin,russell
507,fieldpr01,2007,0,NLS200707100,MIL,NL,1,3,fielder,prince
508,utleych01,2007,0,NLS200707100,PHI,NL,1,4,utley,chase
509,wrighda03,2007,0,NLS200707100,NYN,NL,1,5,wright,david
510,reyesjo01,2007,0,NLS200707100,NYN,NL,1,6,reyes,josé
511,bondsba01,2007,0,NLS200707100,SFN,NL,1,7,bonds,barry
512,beltrca01,2007,0,NLS200707100,NYN,NL,1,8,beltrán,carlos
513,griffke02,2007,0,NLS200707100,CIN,NL,1,9,griffey,ken
514,cabremi01,2007,0,NLS200707100,FLO,NL,1,,cabrera,miguel
515,cordefr01,2007,0,NLS200707100,MIL,NL,1,,cordero,francisco
516,fuentbr01,2007,0,NLS200707100,COL,NL,0,,fuentes,brian
517,hamelco01,2007,0,NLS200707100,PHI,NL,1,,hamels,cole
518,hardyjj01,2007,0,NLS200707100,MIL,NL,1,,hardy,j. j.
519,hoffmtr01,2007,0,NLS200707100,SDN,NL,1,,hoffman,trevor
520,hollima01,2007,0,NLS200707100,COL,NL,1,,holliday,matt
521,hudsoor01,2007,0,NLS200707100,ARI,NL,1,,hudson,orlando
522,leeca01,2007,0,NLS200707100,HOU,NL,1,,lee,carlos
523,leede02,2007,0,NLS200707100,CHN,NL,1,,lee,derrek
524,mccanbr01,2007,0,NLS200707100,ATL,NL,1,,mccann,brian
525,oswalro01,2007,0,NLS200707100,HOU,NL,0,,oswalt,roy
526,pennybr01,2007,0,NLS200707100,LAN,NL,1,,penny,brad
527,pujolal01,2007,0,NLS200707100,SLN,NL,0,,pujols,albert
528,rowanaa01,2007,0,NLS200707100,PHI,NL,1,,rowand,aaron
529,saitota01,2007,0,NLS200707100,LAN,NL,1,,saito,takashi
530,sanchfr01,2007,0,NLS200707100,PIT,NL,1,,sanchez,freddy
531,sheetbe01,2007,0,NLS200707100,MIL,NL,1,,sheets,ben
532,smoltjo01,2007,0,NLS200707100,ATL,NL,0,,smoltz,john
533,soriaal01,2007,0,NLS200707100,CHN,NL,1,,soriano,alfonso
534,valvejo01,2007,0,NLS200707100,ARI,NL,0,,valverde,jose
535,wagnebi02,2007,0,NLS200707100,NYN,NL,1,,wagner,billy
536,webbbr01,2007,0,NLS200707100,ARI,NL,0,,webb,brandon
537,youngch03,2007,0,NLS200707100,SDN,NL,1,,young,chris
538,youngdm01,2007,0,NLS200707100,WAS,NL,1,,young,dmitri
539,leecl02,2008,0,ALS200807150,CLE,AL,1,1,lee,cliff
540,mauerjo01,2008,0,ALS200807150,MIN,AL,1,2,mauer,joe
541,youklke01,2008,0,ALS200807150,BOS,AL,1,3,youkilis,kevin
542,pedrodu01,2008,0,ALS200807150,BOS,AL,1,4,pedroia,dustin
543,rodrial01,2008,0,ALS200807150,NYA,AL,1,5,rodriguez,alex
544,jeterde01,2008,0,ALS200807150,NYA,AL,1,6,jeter,derek
545,ramirma02,2008,0,ALS200807150,BOS,AL,1,7,ramirez,manny
546,hamiljo03,2008,0,ALS200807150,TEX,AL,1,8,hamilton,josh
547,suzukic01,2008,0,ALS200807150,SEA,AL,1,9,suzuki,ichiro
548,bradlmi01,2008,0,ALS200807150,TEX,AL,1,10,bradley,milton
549,credejo01,2008,0,ALS200807150,CHA,AL,1,,crede,joe
550,drewjd01,2008,0,ALS200807150,BOS,AL,1,,,
551,duchsju01,2008,0,ALS200807150,OAK,AL,1,,duchscherer,justin
552,guillca01,2008,0,ALS200807150,DET,AL,1,,guillen,carlos
553,hallaro01,2008,0,ALS200807150,TOR,AL,1,,halladay,roy
554,kazmisc01,2008,0,ALS200807150,TBA,AL,1,,kazmir,scott
555,kinslia01,2008,0,ALS200807150,TEX,AL,1,,kinsler,ian
556,longoev01,2008,0,ALS200807150,TBA,AL,1,,longoria,evan
557,morneju01,2008,0,ALS200807150,MIN,AL,1,,morneau,justin
558,nathajo01,2008,0,ALS200807150,MIN,AL,1,,nathan,joe
559,navardi01,2008,0,ALS200807150,TBA,AL,1,,navarro,dioner
560,ortizda01,2008,0,ALS200807150,BOS,AL,0,,ortiz,david
561,papeljo01,2008,0,ALS200807150,BOS,AL,1,,papelbon,jonathan
562,quentca01,2008,0,ALS200807150,CHA,AL,1,,quentin,carlos
563,riverma01,2008,0,ALS200807150,NYA,AL,1,,rivera,mariano
564,rodrifr03,2008,0,ALS200807150,LAA,AL,1,,rodríguez,francisco
565,santaer01,2008,0,ALS200807150,LAA,AL,1,,santana,ervin
566,saundjo01,2008,0,ALS200807150,LAA,AL,1,,saunders,joe
567,sherrge01,2008,0,ALS200807150,BAL,AL,1,,sherrill,george
568,sizemgr01,2008,0,ALS200807150,CLE,AL,1,,sizemore,grady
569,soriajo01,2008,0,ALS200807150,KCA,AL,1,,soria,joakim
570,varitja01,2008,0,ALS200807150,BOS,AL,1,,varitek,jason
571,youngmi02,2008,0,ALS200807150,TEX,AL,1,,young,michael
572,sheetbe01,2008,0,ALS200807150,MIL,NL,1,1,sheets,ben
573,sotoge01,2008,0,ALS200807150,CHN,NL,1,2,soto,geovany
574,berkmla01,2008,0,ALS200807150,HOU,NL,1,3,berkman,lance
575,utleych01,2008,0,ALS200807150,PHI,NL,1,4,utley,chase
576,jonesch06,2008,0,ALS200807150,ATL,NL,1,5,jones,chipper
577,ramirha01,2008,0,ALS200807150,FLO,NL,1,6,ramirez,hanley
578,braunry02,2008,0,ALS200807150,MIL,NL,1,7,braun,ryan
579,fukudko01,2008,0,ALS200807150,CHN,NL,1,8,fukudome,kosuke
580,hollima01,2008,0,ALS200807150,COL,NL,1,9,holliday,matt
581,pujolal01,2008,0,ALS200807150,SLN,NL,1,10,pujols,albert
582,cookaa01,2008,0,ALS200807150,COL,NL,1,,cook,aaron
583,dempsry01,2008,0,ALS200807150,CHN,NL,1,,dempster,ryan
584,gonzaad01,2008,0,ALS200807150,SDN,NL,1,,gonzález,adrián
585,guzmacr01,2008,0,ALS200807150,WAS,NL,1,,guzman,cristian
586,harenda01,2008,0,ALS200807150,ARI,NL,1,,haren,dan
587,hartco01,2008,0,ALS200807150,MIL,NL,1,,hart,corey
588,lidgebr01,2008,0,ALS200807150,PHI,NL,1,,lidge,brad
589,linceti01,2008,0,ALS200807150,SFN,NL,0,,lincecum,tim
590,ludwiry01,2008,0,ALS200807150,SLN,NL,1,,ludwick,ryan
591,marmoca01,2008,0,ALS200807150,CHN,NL,1,,marmol,carlos
592,martiru01,2008,0,ALS200807150,LAN,NL,1,,martin,russell
593,mccanbr01,2008,0,ALS200807150,ATL,NL,1,,mccann,brian
594,mclouna01,2008,0,ALS200807150,PIT,NL,1,,mclouth,nate
595,ramirar01,2008,0,ALS200807150,CHN,NL,1,,ramirez,aramis
596,soriaal01,2008,0,ALS200807150,CHN,NL,0,,soriano,alfonso
597,tejadmi01,2008,0,ALS200807150,HOU,NL,1,,tejada,miguel
598,ugglada01,2008,0,ALS200807150,FLO,NL,1,,uggla,dan
599,volqued01,2008,0,ALS200807150,CIN,NL,1,,volquez,edinson
600,wagnebi02,2008,0,ALS200807150,NYN,NL,1,,wagner,billy
601,webbbr01,2008,0,ALS200807150,ARI,NL,1,,webb,brandon
602,wilsobr01,2008,0,ALS200807150,SFN,NL,1,,wilson,brian
603,woodke02,2008,0,ALS200807150,CHN,NL,0,,wood,kerry
604,wrighda03,2008,0,ALS200807150,NYN,NL,1,,wright,david
605,zambrca01,2008,0,ALS200807150,CHN,NL,1,,zambrano,carlos
606,hallaro01,2009,0,NLS200907140,TOR,AL,1,1,halladay,roy
607,mauerjo01,2009,0,NLS200907140,MIN,AL,1,2,mauer,joe
608,teixema01,2009,0,NLS200907140,NYA,AL,1,3,teixeira,mark
609,hillaa01,2009,0,NLS200907140,TOR,AL,1,4,hill,aaron
610,youngmi02,2009,0,NLS200907140,TEX,AL,1,5,young,michael
611,jeterde01,2009,0,NLS200907140,NYA,AL,1,6,jeter,derek
612,bayja01,2009,0,NLS200907140,BOS,AL,1,7,bay,jason
613,hamiljo03,2009,0,NLS200907140,TEX,AL,1,8,hamilton,josh
614,suzukic01,2009,0,NLS200907140,SEA,AL,1,9,suzuki,ichiro
615,bailean01,2009,0,NLS200907140,OAK,AL,0,,bailey,andrew
616,bartlja01,2009,0,NLS200907140,TBA,AL,1,,bartlett,jason
617,beckejo02,2009,0,NLS200907140,BOS,AL,0,,beckett,josh
618,buehrma01,2009,0,NLS200907140,CHA,AL,1,,buehrle,mark
619,crawfca02,2009,0,NLS200907140,TBA,AL,1,,crawford,carl
620,cruzne02,2009,0,NLS200907140,TEX,AL,0,,cruz,nelson
621,fuentbr01,2009,0,NLS200907140,LAA,AL,0,,fuentes,brian
622,grandcu01,2009,0,NLS200907140,DET,AL,1,,granderson,curtis
623,greinza01,2009,0,NLS200907140,KCA,AL,1,,greinke,zack
624,hernafe02,2009,0,NLS200907140,SEA,AL,1,,hernández,félix
625,hunteto01,2009,0,NLS200907140,LAA,AL,0,,hunter,torii
626,ingebr01,2009,0,NLS200907140,DET,AL,1,,inge,brandon
627,jacksed01,2009,0,NLS200907140,DET,AL,1,,jackson,edwin
628,jonesad01,2009,0,NLS200907140,BAL,AL,1,,jones,adam
629,longoev01,2009,0,NLS200907140,TBA,AL,0,,longoria,evan
630,martivi01,2009,0,NLS200907140,CLE,AL,1,,martinez,victor
631,morneju01,2009,0,NLS200907140,MIN,AL,1,,morneau,justin
632,nathajo01,2009,0,NLS200907140,MIN,AL,1,,nathan,joe
633,papeljo01,2009,0,NLS200907140,BOS,AL,1,,papelbon,jonathan
634,pedrodu01,2009,0,NLS200907140,BOS,AL,0,,pedroia,dustin
635,penaca01,2009,0,NLS200907140,TBA,AL,0,,pena,carlos
636,riverma01,2009,0,NLS200907140,NYA,AL,1,,rivera,mariano
637,verlaju01,2009,0,NLS200907140,DET,AL,0,,verlander,justin
638,wakefti01,2009,0,NLS200907140,BOS,AL,0,,wakefield,tim
639,youklke01,2009,0,NLS200907140,BOS,AL,1,,youkilis,kevin
640,zobribe01,2009,0,NLS200907140,TBA,AL,1,,zobrist,ben
641,linceti01,2009,0,NLS200907140,SFN,NL,1,1,lincecum,tim
642,molinya01,2009,0,NLS200907140,SLN,NL,1,2,molina,yadier
643,pujolal01,2009,0,NLS200907140,SLN,NL,1,3,pujols,albert
644,utleych01,2009,0,NLS200907140,PHI,NL,1,4,utley,chase
645,wrighda03,2009,0,NLS200907140,NYN,NL,1,5,wright,david
646,ramirha01,2009,0,NLS200907140,FLO,NL,1,6,ramirez,hanley
647,ibanera01,2009,0,NLS200907140,PHI,NL,1,7,ibanez,raul
648,victosh01,2009,0,NLS200907140,PHI,NL,1,8,victorino,shane
649,braunry02,2009,0,NLS200907140,MIL,NL,1,9,braun,ryan
650,bellhe01,2009,0,NLS200907140,SDN,NL,1,,bell,heath
651,beltrca01,2009,0,NLS200907140,NYN,NL,0,,beltrán,carlos
652,billich01,2009,0,NLS200907140,LAN,NL,1,,billingsley,chad
653,broxtjo01,2009,0,NLS200907140,LAN,NL,0,,broxton,jonathan
654,cainma01,2009,0,NLS200907140,SFN,NL,0,,cain,matt
655,cordefr01,2009,0,NLS200907140,CIN,NL,1,,cordero,francisco
656,dukeza01,2009,0,NLS200907140,PIT,NL,0,,duke,zach
657,fieldpr01,2009,0,NLS200907140,MIL,NL,1,,fielder,prince
658,frankry01,2009,0,NLS200907140,SLN,NL,1,,franklin,ryan
659,gonzaad01,2009,0,NLS200907140,SDN,NL,1,,gonzález,adrián
660,harenda01,2009,0,NLS200907140,ARI,NL,1,,haren,dan
661,hawpebr01,2009,0,NLS200907140,COL,NL,1,,hawpe,brad
662,hoffmtr01,2009,0,NLS200907140,MIL,NL,1,,hoffman,trevor
663,howarry01,2009,0,NLS200907140,PHI,NL,1,,howard,ryan
664,hudsoor01,2009,0,NLS200907140,LAN,NL,1,,hudson,orlando
665,johnsjo09,2009,0,NLS200907140,FLO,NL,0,,johnson,josh
666,lillyte01,2009,0,NLS200907140,CHN,NL,0,,lilly,ted
667,marquja01,2009,0,NLS200907140,COL,NL,0,,marquis,jason
668,mccanbr01,2009,0,NLS200907140,ATL,NL,1,,mccann,brian
669,pencehu01,2009,0,NLS200907140,HOU,NL,0,,pence,hunter
670,rodrifr03,2009,0,NLS200907140,NYN,NL,1,,rodríguez,francisco
671,sanchfr01,2009,0,NLS200907140,PIT,NL,0,,sanchez,freddy
672,santajo01,2009,0,NLS200907140,NYN,NL,0,,,
673,tejadmi01,2009,0,NLS200907140,HOU,NL,1,,tejada,miguel
674,uptonju01,2009,0,NLS200907140,ARI,NL,1,,upton,justin
675,werthja01,2009,0,NLS200907140,PHI,NL,1,,werth,jayson
676,zimmery01,2009,0,NLS200907140,WAS,NL,1,,zimmerman,ryan
677,priceda01,2010,0,ALS201007130,TBA,AL,1,1,price,david
678,mauerjo01,2010,0,ALS201007130,MIN,AL,1,2,mauer,joe
679,cabremi01,2010,0,ALS201007130,DET,AL,1,3,cabrera,miguel
680,canoro01,2010,0,ALS201007130,NYA,AL,1,4,canó,robinson
681,longoev01,2010,0,ALS201007130,TBA,AL,1,5,longoria,evan
682,jeterde01,2010,0,ALS201007130,NYA,AL,1,6,jeter,derek
683,crawfca02,2010,0,ALS201007130,TBA,AL,1,7,crawford,carl
684,hamiljo03,2010,0,ALS201007130,TEX,AL,1,8,hamilton,josh
685,suzukic01,2010,0,ALS201007130,SEA,AL,1,9,suzuki,ichiro
686,guerrvl01,2010,0,ALS201007130,TEX,AL,1,10,guerrero,vladimir
687,andruel01,2010,0,ALS201007130,TEX,AL,1,,andrus,elvis
688,bailean01,2010,0,ALS201007130,OAK,AL,1,,bailey,andrew
689,bautijo02,2010,0,ALS201007130,TOR,AL,1,,bautista,josé
690,beltrad01,2010,0,ALS201007130,BOS,AL,1,,beltré,adrián
691,buchhcl01,2010,0,ALS201007130,BOS,AL,0,,buchholz,clay
692,buckjo01,2010,0,ALS201007130,TOR,AL,1,,buck,john
693,cahiltr01,2010,0,ALS201007130,OAK,AL,0,,cahill,trevor
694,carmofa01,2010,0,ALS201007130,CLE,AL,0,,hernandez,roberto
695,felizne01,2010,0,ALS201007130,TEX,AL,0,,feliz,neftalí
696,hugheph01,2010,0,ALS201007130,NYA,AL,1,,hughes,phil
697,hunteto01,2010,0,ALS201007130,LAA,AL,1,,hunter,torii
698,kinslia01,2010,0,ALS201007130,TEX,AL,1,,kinsler,ian
699,konerpa01,2010,0,ALS201007130,CHA,AL,1,,konerko,paul
700,leecl02,2010,0,ALS201007130,TEX,AL,1,,lee,cliff
701,lestejo01,2010,0,ALS201007130,BOS,AL,1,,lester,jon
702,martivi01,2010,0,ALS201007130,BOS,AL,0,,martinez,victor
703,morneju01,2010,0,ALS201007130,MIN,AL,0,,morneau,justin
704,ortizda01,2010,0,ALS201007130,BOS,AL,1,,ortiz,david
705,pedrodu01,2010,0,ALS201007130,BOS,AL,0,,pedroia,dustin
706,pettian01,2010,0,ALS201007130,NYA,AL,1,,pettitte,andy
707,riverma01,2010,0,ALS201007130,NYA,AL,0,,rivera,mariano
708,rodrial01,2010,0,ALS201007130,NYA,AL,0,,rodriguez,alex
709,sabatcc01,2010,0,ALS201007130,NYA,AL,0,,,
710,soriajo01,2010,0,ALS201007130,KCA,AL,0,,soria,joakim
711,soriara01,2010,0,ALS201007130,TBA,AL,1,,soriano,rafael
712,swishni01,2010,0,ALS201007130,NYA,AL,1,,swisher,nick
713,thornma01,2010,0,ALS201007130,CHA,AL,1,,thornton,matt
714,valvejo01,2010,0,ALS201007130,DET,AL,1,,valverde,jose
715,verlaju01,2010,0,ALS201007130,DET,AL,1,,verlander,justin
716,weaveje02,2010,0,ALS201007130,LAA,AL,0,,weaver,jered
717,wellsve01,2010,0,ALS201007130,TOR,AL,1,,wells,vernon
718,wiggity01,2010,0,ALS201007130,BAL,AL,1,,wigginton,ty
719,jimenub01,2010,0,ALS201007130,COL,NL,1,1,jiménez,ubaldo
720,molinya01,2010,0,ALS201007130,SLN,NL,1,2,molina,yadier
721,pujolal01,2010,0,ALS201007130,SLN,NL,1,3,pujols,albert
722,pradoma01,2010,0,ALS201007130,ATL,NL,1,4,prado,martín
723,wrighda03,2010,0,ALS201007130,NYN,NL,1,5,wright,david
724,ramirha01,2010,0,ALS201007130,FLO,NL,1,6,ramirez,hanley
725,braunry02,2010,0,ALS201007130,MIL,NL,1,7,braun,ryan
726,ethiean01,2010,0,ALS201007130,LAN,NL,1,8,ethier,andre
727,hartco01,2010,0,ALS201007130,MIL,NL,1,9,hart,corey
728,howarry01,2010,0,ALS201007130,PHI,NL,1,10,howard,ryan
729,bellhe01,2010,0,ALS201007130,SDN,NL,1,,bell,heath
730,bournmi01,2010,0,ALS201007130,HOU,NL,1,,bourn,michael
731,broxtjo01,2010,0,ALS201007130,LAN,NL,1,,broxton,jonathan
732,byrdma01,2010,0,ALS201007130,CHN,NL,1,,byrd,marlon
733,cappsma01,2010,0,ALS201007130,WAS,NL,1,,capps,matt
734,carpech01,2010,0,ALS201007130,SLN,NL,0,,carpenter,chris
735,furcara01,2010,0,ALS201007130,LAN,NL,1,,,
736,gallayo01,2010,0,ALS201007130,MIL,NL,0,,gallardo,yovani
737,gonzaad01,2010,0,ALS201007130,SDN,NL,1,,gonzález,adrián
